,Cena,Liczba_pokoi,Powierzchnia,Piętro,Lokalizacja,Opis,liczba, opis,_merge
2049,275.0,3.0,47.0,2.0,Poznań Rataje Centrum Zawady ul. Oświecenia Os.,Polecam na sprzedaż mieszkanie 3 pokojowe 47m2 położone 2 piętrze w niskim bloku. Mieszkanie znajduje się na Poznańskich Ratajach . Bardzo dobra lokalizacja 5min do tramwaju oraz autobusu w pobliżu przedszkola szkoły oraz przychodnie. Okolica...,2.0, drugie piętro ,both
2050,273.906,1.0,31.52,2.0,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...,2.0, drugie piętro ,both
2051,175.0,2.0,38.35,2.0,Poznań Dębiec ul. Łozowa,REZERWACJA!!!Polecam do kupna dwu pokojowe mieszkanie o powierzchni 38 35 m2 położone na drugim piętrze w trzy piętrowym bloku z cegły przy ulicy Łozowej na Dębcu. Prężnie działająca wspólnota mieszkaniowa budynek ocieplony nowa elewacja teren...,2.0, drugie piętro ,both
2052,399.0,3.0,58.4,2.0,Poznań Winogrady Wilczak ul. Sebska Wilczak- Budimex 2007 R.,Polecam do sprzedaży bardzo ładne mieszkanie 3 pokojowe z widokiem na Wartę. Pięciopiętrowy blok z 2007r. z windą monitoringiem oraz całodobową ochroną. Świetna lokalizacja-Zielone Winogrady 3km od Starego Rynku i 2km od Cytadeli. W pobliżu...,2.0, drugie piętro ,both
2053,342.2,3.0,59.0,2.0,Poznań Piątkowo ul. Mieszka I,Własnościowe mieszkanie w nowym apartamentowcu na os. Botanika w dzielnicy Piątkowo. Dla osób które nie są zorientowane Piątkowo to jedna z najdroższych i najchętniej poszukiwanych dzielnic Poznania a szczególny wpływ ma na to: doskonała...,2.0, drugie piętro ,both
2054,260.0,3.0,53.2,2.0,Poznań Grunwald ul. Galileusza,Słoneczne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - tapeta; Podłogi - PCV; Okna - drewniane; Parapety...,2.0, drugie piętro ,both
2055,465.0,3.0,97.42,2.0,Poznań Wilda ul. Umińskiego,Pięknie wykończone trzypokojowe mieszkanie w kamienicy blisko centrum! /Wilda Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • bliskość szkoły przedszkola gimnazjum Nieruchomość złożona z: •...,2.0, drugie piętro ,both
2056,330.0,3.0,66.0,2.0,Poznań Stare Miasto Centrum ul. Ratajczaka,Przestrzenne trzypokojowe mieszkanie w ścisłym centrum Poznania! Szybka sprzedaż!!! Główne atuty nieruchomości: • prestiżowa lokalizacja • rozkład pomieszczeń • prestiżowy adres Nieruchomość złożona z: • pokój dzienny 22 m.kw • pokój 16 m.kw...,2.0, drugie piętro ,both
2057,236.61900000000003,1.0,38.79,2.0,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,2.0, drugie piętro ,both
2058,254.0,2.0,46.16,2.0,Poznań Dębiec Wilda ul. Klonowa,ARKEI Nieruchomości poleca na sprzedaż 2-pokojowe mieszkanie usytuowane na drugim piętrze w 2 piętrowym budynku na poznańskim Dębcu. Lokal o powierzchni 46 16 m2 składa się z pokoju z aneksem kuchennym ( możliwość zrobienia oddzielnej kuchni ) ...,2.0, drugie piętro ,both
2059,354.66,2.0,59.11,2.0,Poznań ul. Filarecka 7,W stylowej kamienicy przy ul. Filareckiej 7 w Poznaniu oferujemy Państwu mieszkania o powierzchni od 31 15mkw do 81.15mkw rozmieszczone na czterech kondygnacjach. Oferta skierowana do osób ceniących wygodę mieszkania w centrum miasta z bardzo...,2.0, drugie piętro ,both
2060,184.8,2.0,43.78,2.0,Poznań Dębiec ul. Klonowa,Ciche mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Dębiec. Dwa pokoje okna wychodzące na południe wschód; widok na inne budynki. Standard wykończenia: Ściany - tynk; Podłogi - PCV terakota; Okna - drewniane;...,2.0, drugie piętro ,both
2061,449.0,3.0,64.5,2.0,Poznań Wilda ul. Przemysłowa,Polecam na sprzedaż 3-pokojowe mieszkanie o powierzchni 63 5mkw na Wildzie na niepowtarzalnym chronionym osiedlu z 2009 roku. Mieszkanie znajduje się na drugim piętrze w pięciokondygnacyjnym apartamentowcu z cegły. Mieszkanie urządzone na...,2.0, drugie piętro ,both
2062,249.6,2.0,52.0,2.0,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych,KUPUJĄCY NIE PŁACI PROWIZJI. MIESZKANIE W PROGRAMIE MDM. Na sprzedaż mieszkanie 2-pokojowe z komórką lokatorską na nowym osiedlu w Zalasewie. Mieszkanie usytuowane jest na 2 piętrze budynek bez windy. Układ pomieszczeń: pokój dzienny z aneksem...,2.0, drugie piętro ,both
2063,226.206,1.0,35.5,2.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,2.0, drugie piętro ,both
2064,228.69,1.0,36.3,2.0,Poznań Łazarz ul. Kasprzaka 13,Na tyłach szkoły muzycznej pomiędzy ulicami Kasprzaka i Głogowską powstaje niepowtarzalny projekt INVENTIA który harmonijnie łączy historię i dzień dzisiejszy. Znakomite położenie w bezpośrednim sąsiedztwie Międzynarodowych Targów...,2.0, drugie piętro ,both
2065,448.80699999999996,4.0,77.27,2.0,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/47 cena brutto: 468.807 52 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 448.807 52 zł BRUTTO kondygnacja: II piętro balkon: tak komórka lokatorska: 2 98 m2 w cenie mieszkania dodatkowe opcje:...,2.0, drugie piętro ,both
2066,185.0,1.0,26.0,2.0,Poznań Grunwald Łazarz Górczyn Matejki ul. Matejki,Polecamy na sprzedaż po KAPITALNYM REMONCIE kawalerkę mieszczącą się na drugim piętrze kamienicy z cegły przy ul. Matejki- GRUNWALD. Lokal składa się z pokoju z aneksem kuchennym (przyłącze) przedpokoju i łazienki. W pokoju i przedpokoju na...,2.0, drugie piętro ,both
2067,199.0,1.0,23.0,2.0,Poznań Centrum Garbary Stare Miasto Starówka ul. Garbary,Oferuję na sprzedaż kawalerkę przy ul. Garbary bardzo blisko Placu Kolegiackiego i Starego Rynku. Lokal położony na 2 piętrze w całkowicie zrewitalizowanej kamienicy. W mieszkaniu jest odsłonięta oryginalna cegła. Oryginalna drewniana...,2.0, drugie piętro ,both
2068,350.0,4.0,100.0,2.0,Poznań Centrum ul. Dąbrowskiego Kościelna Rynek Jeżycki K,OFERTA LICENCJONOWANEGO POŚREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Polecam na sprzedaż mieszkanie o pow. ok. 100 m2 przy ulicy DĄBROWSKIEGO- w bezpośrednim sąsiedztwie Rynku Jeżyckiego. DOSKONAŁA LOKALIZACJA- w...,2.0, drugie piętro ,both
2069,240.0,2.0,55.0,2.0,Poznań Grunwald Jeżyce Ogrody Łazarz ul. Grochowska,Przedmiotem sprzedaży jest 2- pokojowe mieszkanie zlokalizowane na Grunwaldzie przy ulicy Grochowskiej o łącznej powierzchni 55m2. Mieszkanie znajduje się na II piętrze w NISKIM BLOKU. Składa się z 2 niezależnych pokoi kuchni łazienki i...,2.0, drugie piętro ,both
2070,198.0,2.0,38.0,2.0,Poznań Grunwald Górczyn Raszyn ul. Arciszewskiego,DWUPOKOJOWE NIEPRZEJŚCIOWE 38M.KW GRUNWALD UL. ARCISZEWSKIEGO 198 000 ! BARDZO DOBRA LOKALIZACJA DO ZAMIESZKANIA I NA WYNAJEM! CENA DO NEGOCJACJI ! Oferuję na sprzedaż dwupokojowe mieszkanie o pow.38m.kw z balkonem znajdujące się na 2...,2.0, drugie piętro ,both
2071,368.0,3.0,67.0,2.0,Poznań Jeżyce Centrum Wola Grunwald ul. Kraszewskiego,Oferuję na sprzedaż mieszkanie trzypokojowe w dzielnicy Jeżyce przy ul. Kraszewskiego. Mieszkanie znajduje się na 2 piętrze w kamienicy (w nowym budownictwie). Na powierzchnię mieszkanie 67 m2 składają się 3 pokoje kuchnia łazienka i...,2.0, drugie piętro ,both
2072,295.0,4.0,65.0,2.0,Poznań Winogrady ul. Os.Wichrowe Wzgórze/Oferta Zarezerwowana,Sprzedamy czteropokojowe mieszkanie na osiedlu Wichrowe wzgórze( Winogrady). Mieszkanie znajduje się w niskim bloku na drugim piętrze w odnowionym i ocieplonym bloku. Lokal składa się z dużego pokoju z balkonem dwóch pokoi niezależnych oraz...,2.0, drugie piętro ,both
2073,340.0,3.0,65.0,2.0,Poznań Winogrady Piątkowo Sołacz Naramowice N ul. Kosmonautów,Polecamy na sprzedaż 3- pokojowe mieszkanie (pierwotnie 4) znajdujące się na II piętrze w NISKIM BLOKU na Os. Kosmonautów- WINOGRADY. Jego powierzchnia to 64 8 m2 w skład której wchodzi: salon z balkonem (ok.25m2); sypialnia (ok.12m2); sypialnia...,2.0, drugie piętro ,both
2074,462.26300000000003,4.0,81.75,2.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,2.0, drugie piętro ,both
2075,94.0,2.0,54.0,2.0,Poznań Okolica Rybno Rybno ul. Kłecko,O K A Z J A Mieszkanie w Rybnie Wielkim w odleglłości 37 km od Poznania w kierunku na Pobiedziska. Polecam do sprzedaży mieszkanie dwupokojowe spółdzielcze własnościowe o powierzchni 54 m2 z KW które położone jest na 2 piętrze w niskim bloku....,2.0, drugie piętro ,both
2076,355.0,2.0,47.67,2.0,Poznań Centrum ul. Plac Wielkopolski,Sprzedam mieszkanie po kapitalnym remoncie zakończonym w czerwcu bieżącego roku. Mieszkanie znajduje się w ścisłym centrum Poznania do Starego Rynku ok. 200m. Mieszkanie składa się z całkowicie nowej kuchni o pow. 9 5 m2 wyposażonej w nowy...,2.0, drugie piętro ,both
2077,144.0,2.0,46.0,2.0,Poznań Stare Miasto ul. Rybaki,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam do kupna BEZCZYNSZOWE Ładne 2 pokojowe mieszkanie na 2 piętrze w kamienicy położonej w samym centrum przy ulicy Rybaki. Forma własności - UDZIAŁ W KAMIENICY. Cena...,2.0, drugie piętro ,both
2078,189.0,2.0,38.0,2.0,Poznań Winogrady ul. Pod Lipami - W Pobliżu Parku,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego na os. Pod Lipami w Poznaniu. Atrakcyjna lokalizacja wśród zieleni zapewnia ciszę i spokój oraz dostęp do pobliskich terenów rekreacyjnych i spacerowych. W promieniu...,2.0, drugie piętro ,both
2079,349.0,3.0,59.0,2.0,Poznań Naramowice ul. Naramowicka Howell Mieszkanie Z Komórk,Biuro nieruchomości JxProjekt poleca do sprzedaży: ładne 3-pokojowe mieszkanie położone na drugim piętrze w bloku z 2002 roku znajdującym się na terenie zamkniętego monitorowanego osiedla w Poznaniu przy ulicy Naramowickiej. Osiedle bardzo...,2.0, drugie piętro ,both
2080,280.0,2.0,51.41,2.0,Poznań Okolica Mosina Luboń ul. Stęszew,MIESZKANIA W MOSINIE. Polecam do sprzedaży mieszkanie o powierzchni 51 41 m2 w cenie 280 tys. zł umiejscowione w nowym bloku. Układ pomieszczeń: przedpokój łazienka kuchnia połączona z pokojem dziennym z dużą loggią drugi pokój obecnie...,2.0, drugie piętro ,both
2081,513.5,4.0,90.0,2.0,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 90 m2 z ogródkiem na parterze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w...,2.0, drugie piętro ,both
2082,325.0,4.0,74.0,2.0,Poznań Piątkowo Winogrady Winiary Centrum ul. Os. Bolesława Chrobrego,| Sprzedaż lub zamiana na mieszkanie 2 pokojowe na Piątkowie lub Winogradach. Mieszkanie położone na II piętrze w niskim 4 piętrowym blok. Nieprzejściowy układ pomieszczeń. czynsz 615zł Korzystna lokalizacja budynku- ciche mieszkanie osiedle...,2.0, drugie piętro ,both
2083,245.0,1.0,33.0,2.0,Poznań Piątkowo ul. Os. Batorego,PROMOCYJNE WYNAGRODZENIE BIURA!! NIŻSZE KOSZTY NABYCIA!! Os. Batorego - 800 m od Kampusu UAM Morasko Bardzo atrakcyjna duża kawalerka o pow. 33m2 położona na drugim piętrze budynku Atanera z 2000 roku. Na powierzchnię mieszkania składa się:...,2.0, drugie piętro ,both
2084,178.0,1.0,33.6,2.0,Poznań ul. Głogowska,KAMIENICA PO REWITALIZACJI OKAZJA!!! Super inwestycja. Mieszkanie znajduje się w kamienicy z 1910r. na 2 piętrze. Mieszkanie jest jednopoziomowe ilość pokoi 1 aneks kuchenny łazienka. Miejsca parkingowe są na parkingu ogólnodostępnym. Stan...,2.0, drugie piętro ,both
2085,270.0,2.0,34.0,2.0,Poznań Sołacz,Polecamy na sprzedaż mieszkanie 2 pokojowe na Sołaczu. Generalny remont instalacji wodnej elektrycznej i gazowej w 2011 2 pietro w 4 piętrowym bloku z cegły. Wystawa wschodnia. Od rana do południa piękne słońce. Po popołudniu przyjemnie chłodno....,2.0, drugie piętro ,both
2086,289.9,2.0,45.0,2.0,Poznań,Biuro Obrotu Nieruchomościami ERBE przedstawia do sprzedaży niezwykle atrakcyjne mieszkanie w kompleksowo zrewitalizowanym bloku / kamienicy. Mieszkanie składa się z dwóch pokoi łazienki z toaletą. Lokal posiada balkon. Mieszkanie jest...,2.0, drugie piętro ,both
2087,300.0,4.0,63.76,2.0,Poznań Jeżyce ul. Dąbrowskiego,Do sprzedaży mieszkanie o pow. 63 76m2 usytuowane na 2 piętrze oficyny przy ul. Dąbrowskiego na wysokości Rynku Jeżyckiego. Mieszkanie składa się z 4 pokoi o pow. ok. (16 5m2; 12m2; 12 m2 ; 7 6 m2) kuchni łazienki i korytarza. Wysokość...,2.0, drugie piętro ,both
2088,279.0,2.0,54.2,2.0,Poznań Grunwald ul. Iłłakowiczówny,Przestronne mieszkanie na drugim piętrze w domu wielorodzinnym w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na wschód zachód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska barlinecka parkiet;...,2.0, drugie piętro ,both
2089,399.0,3.0,77.71,2.0,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...,2.0, drugie piętro ,both
2090,263.1,2.0,43.85,2.0,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania,2.0, drugie piętro ,both
2091,329.0,4.0,72.0,2.0,Poznań Rataje ul. Os. Przemysława,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne mieszkanie zlokalizowane w niskim bloku z cegły. Budynek z 1995 roku otoczony zielenią ...,2.0, drugie piętro ,both
2092,239.0,2.0,48.0,2.0,Poznań Górczyn ul. Os. Hetmańskie,Ładne dwupokojowe mieszkanie do wejścia bez zbędnych nakładów. Wszystkie pomieszczenia niezależne. Duży pokój ok. 18m2 z wyjściem na balkon. Kuchnia z oknem w zabudowie. Całe mieszkanie położone od strony zachodniej. W pokojach i korytarzu na...,2.0, drugie piętro ,both
2093,530.0,4.0,99.0,2.0,Poznań Centrum ul. Zamkowa,Przestronne mieszkanie na drugim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Cztery pokoje okna wychodzące na północ południe; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...,2.0, drugie piętro ,both
2094,450.0,3.0,75.7,2.0,Poznań Grunwald ul. Sczanieckiej,Przedstawiam Państwu na sprzedaż klimatyczne mieszkanie w kamienicy z lat 30 zlokalizowane przy ulicy Sczanieckiej. Na powierzchnię niemal 75m2 składają się trzy przestronne pokoje o powierzchni: 16 1 m2 13 7 m2 i 21 3 m2. Dodatkowo jasna...,2.0, drugie piętro ,both
2095,474.725,4.0,81.4,2.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,2.0, drugie piętro ,both
2096,385.0,3.0,67.7,2.0,Poznań Stare Miasto Winiary Nowe Miasto ul. Czapla,Wspaniałe ustawne 3 pokojowe mieszkanie umieszczone na II p. w bloku 4 piętrowym 3 km od centrum. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń • piekny widok Nieruchomość złożona z: • pokój 11 m.kw •...,2.0, drugie piętro ,both
2097,239.56799999999998,1.0,38.64,2.0,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania,2.0, drugie piętro ,both
2098,199.0,1.0,23.0,2.0,Poznań Centrum ul. Garbary,Zachęcam do zapoznania się z ofertą sprzedaży uroczego mieszkania w centrum Poznania. Kawalerka w kamienicy po całkowitej rewitalizacji położonej przy ul. Garbary bardzo blisko Placu Kolegiackiego i Starego Rynku. W mieszkaniu jest...,2.0, drugie piętro ,both
2099,339.0,2.0,49.4,2.0,Poznań Stare Miasto ul. Wilczak Komfortowe Mieszkanie 2006 R.,Na sprzedaż komfortowe dwupokojowe mieszkanie na zamkniętym i monitorowanym osiedlu przy ulicy Wilczak. Lokal o powierzchni 49 4 m kw znajduje się na II piętrze w bloku z windą z 2006 r. Układ pomieszczeń: pokój dzienny z wydzielonym pokojem...,2.0, drugie piętro ,both
2100,288.488,3.0,49.23,2.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,2.0, drugie piętro ,both
2101,499.0,4.0,102.0,2.0,Poznań Jeżyce,Polecamy!!! Strzeszyn 10min od Centrum Poznania 1km od jeziora a jednoczesnie na zadbanym eleganckim mini osiedlu na sprzedaż LUKSUSOWY APARTAMENT 4 pokojowy o powierzchni 74m2 plus PIWNICZKA ok.8m2 i GARAŻ ok.20m2. Apartament...,2.0, drugie piętro ,both
2102,202.274,2.0,32.89,2.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,2.0, drugie piętro ,both
2103,239.0,2.0,42.0,2.0,Poznań Rataje,| Bardzo ładne dwupokojowe mieszkanie na II piętrze w Poznaniu na osiedlu Tysiąclecia w 10 piętrowym bloku. Powierzchnia całkowita mieszkania - 45 50 m2. Mieszkanie składa się z 2 niezależnych pokoi kuchni łazienki z WC korytarza oraz...,2.0, drugie piętro ,both
2104,538.423,4.0,84.0,2.0,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,2.0, drugie piętro ,both
2105,265.0,3.0,47.0,2.0,Poznań Rataje,| NA SPRZEDAŻ Przytulne i komfortowe mieszkanie 3 pokojowe położone na 2 p. niskiego bloku na osieldu Powstań Narodowych. Z przestronnego balkonu widok na tereny zielone nie przysłonięty żadnymi budynkami. Kameralne osiedle blok ustyuowany z...,2.0, drugie piętro ,both
2106,181.15400000000002,2.0,45.3,2.0,Poznań Centrum ul. Długa,Mieszkanie w programie MDM!!! Na sprzedaż klimatyczne mieszkanie o powierzchni 45 30m2 w samym centrum Poznania przy ulicy Długiej. Mieszkanie na 2 piętrze. Standard deweloperski ogrzewanie gazowe. Budynek wyposażony jest w instalacje...,2.0, drugie piętro ,both
2107,397.0,3.0,91.0,2.0,Poznań Wilda ul. Fabryczna,Zjawiskowe mieszkanie 91m2 po kapitalnym remoncie w centrum Poznania za gotówkę OKAZJA!!! Do sprzedaży mieszkanie o powierzchni całkowitej 91 m2. Cena sprzedaży wynosi 397 000 zł. Mieszkanie znajduje się w kamienicy z 1909r. na 2 piętrze....,2.0, drugie piętro ,both
2108,215.0,2.0,39.0,2.0,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,Polecam na sprzedaż mieszkanie 2 pokojowe w budynku oddanym do użytku w 2015 r przy ul. Jaworowej KUPUJĄCY NIE PŁACI 2% PODATKU PCC Blok znajduje się w samym sercu Dębca w pobliżu pętli tramwajowej autobusowej oraz dworca kolejowego. Bardzo...,2.0, drugie piętro ,both
2109,290.0,2.0,41.59,2.0,Poznań Podolany ul. Strzeszyńśka,ATRAKCYJNA OFERTA 290 000 ZŁ DO NEGOCJACJI !!! Polecam nowoczesne bardzo zadbane mieszkanie położone w dzielnicy Podolany. Całkowity metraż mieszkania - 41 59 m2. wraz z piwnicą. Blok wybudowany w 2006r. Mieszkanie zlokalizowany na 2 piętrze w...,2.0, drugie piętro ,both
2110,199.0,1.0,32.0,2.0,Poznań Warszawskie,KAWALERKA OSIEDLE WARSZAWSKIE DOBRA CENA NOWE BUDOWNICTWO Polecam na sprzedaż wygodną kawalerkę na poddaszu w dwupiętrowym budynku z 2000 roku na zamkniętym osiedlu. Mieszkanie składa się z otwartej przestrzeni pokoju oraz wyposażonego...,2.0, drugie piętro ,both
2111,290.0,3.0,50.0,2.0,Poznań Rataje,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy....,2.0, drugie piętro ,both
2112,289.0,2.0,48.6,2.0,Poznań Poznań-Stare Miasto ul. Kazimierza Wielkiego,Na sprzedaż ładne i komfortowe mieszkanie w centrum Poznania! Mieszkanie o powierzchni 48 6 m2 położone na drugim pietrze w kamienicy składa się z dwóch niezależnych nieprzechodnich pokoi kuchni i łazienki z WC. Do mieszkania przynależny...,2.0, drugie piętro ,both
2113,346.0,2.0,65.0,2.0,Poznań Stare Miasto ul. Rybaki,ŚCISŁE CENTRUM! UWAGA - OBNIŻKA CENY - BYŁO 355.000 PLN Mieszkanie umiejscowione w zabytkowej kamienicy przy ul. Rybaki sąsiadującej z ulicami Półwiejska Kwiatowa Strzelecka Łąkowa. W bezpośrednim sąsiedztwie Stary Browar w okolicy...,2.0, drugie piętro ,both
2114,1252.0,6.0,145.07,2.0,Poznań Grunwald Łazarz,Apartament na sprzedaż w pięknej nowo odrestaurowanej kamienicy. Główne atuty nieruchomości: • prestiżowa lokalizacja • prestiżowy adres • prestiżowy budynek Nieruchomość złożona z: • bez podziału 16 5 m.kw • bez podziału 27 72 m.kw • bez...,2.0, drugie piętro ,both
2115,291.879,2.0,47.46,2.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,2.0, drugie piętro ,both
2116,279.0,2.0,61.0,2.0,Poznań Grunwald ul. Józefa Strusia,Polecam Państwa uwadze mieszkanie usytuowane w kapitalnym miejscu w Poznaniu w dzielnicy Grunwald przy ul. Józefa Strusia . Doskonała lokalizacja blisko centrum kilka minut od dworca PKP oraz największego centrum handlowego w stolicy...,2.0, drugie piętro ,both
2117,380.0,4.0,79.5,2.0,Poznań Grunwald Łazarz,DUŻE 4-POKOJOWE MIESZKANIE w świetnej lokalizacji Metraż mieszkania to 79 5 m2 . Lokal jest 4 -pokojow y (3 niezależne pokoje salon z aneksem kuchennym łazienka korytarz) i znajduje się na 2 piętrze w kamienicy . Na podwórku dostępne jest...,2.0, drugie piętro ,both
2118,213.158,2.0,35.73,2.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,2.0, drugie piętro ,both
2119,268.186,2.0,46.56,2.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,2.0, drugie piętro ,both
2120,500.0,2.0,70.0,2.0,Poznań Centrum ul. Garbary,WYNAGRODZENIE POŚREDNIKA W CAŁOŚCI POKRYWA SPRZEDAJĄCY Na sprzedaż lokal mieszkalny wykończony i wykorzystywany jako lokal biurowy. Powierzchnia lokalu 70 m2. Lokal położony na 2 piętrze w budynku przy ul. Garbary. Inwestycja Nowe Garbary....,2.0, drugie piętro ,both
2121,239.0,2.0,38.0,2.0,Poznań Rataje ul. Os. Piastowskie 2 Piętro,Zapraszam do zapoznania sie z ofertą mieszkania 2 pokojowego w niskim ocieplonym bloku na os. Piastowski na 2 piętrze. Mieszkanie o rozkładzie niezależnym z jasną kuchnią. Blok po ociepleniu odnowieniu z nową elewacją. Mieszkanie po remoncie :...,2.0, drugie piętro ,both
2122,207.0,2.0,44.23,2.0,Poznań Rataje ul. Bohaterów Ii Wojny Światowej,* GWARANTUJEMY BEZPIECZNĄ TRANSAKCJĘ I PROFESJONALNĄ OBSŁUGĘ * BLOKADA Polecam na sprzedaż 2 pokojowe mieszkanie o powierzchni 44 23m2 zlokalizowane na osiedlu Bohaterów II Wojny Światowej. Mieszkanie znajduje się na 2 piętrze w wysokim...,2.0, drugie piętro ,both
2123,197.55,2.0,49.4,2.0,Poznań Centrum ul. Długa,Mieszkania w programie MDM!!! Na sprzedaż klimatyczne mieszkanie o powierzchni 49 40m2 w samym centrum Poznania przy ulicy Długiej. Mieszkanie na 2 piętrze. Standard deweloperski ogrzewanie gazowe. Budynek wyposażony jest w instalacje...,2.0, drugie piętro ,both
2124,715.0,4.0,130.0,2.0,Poznań Centrum ul. Górna Wilda 68/5,Polecam do sprzedaży mieszkanie czteropokojowe o pow. 130 m2 znajdujące się na drugim piętrze w reprezentacyjnej kamienicy na Wildzie. Mieszkanie składa się z czterech pokoi kuchni oraz łazienki. Posiada dwa balkony. Budynek po generalnym...,2.0, drugie piętro ,both
2125,195.0,2.0,38.0,2.0,Poznań Poznań ul. Pod Lipami,Biuro nieruchomości gwarancją bezpiecznego zakupu! Witam i polecam zadbane mieszkanie 2 pokojowe w wysokim bloku z windą na 2 piętrze w środku Os. Pod Lipami- to jedno z ładniejszych miejsc w Poznaniu - 2 min. do przystanku tramwajowego a...,2.0, drugie piętro ,both
